Time,S1,S2,S3,S4,S5,
0:38:32.947,4.642364502,-1.316619873,8.683319092,0.982740143,0.938102429,
0:38:32.976,4.926086426,-1.175354004,8.326599121,0.982569057,0.938182371,
0:38:32.986,4.707015991,-1.228042603,7.670578003,0.982510062,0.938209938,
0:38:33.006,5.222961426,-1.049667358,7.722061157,0.982392072,0.938265071,
0:38:33.026,4.845870972,-1.338165283,8.404403687,0.982274082,0.938320204,
0:38:33.050,4.728561401,-1.250778198,8.076400757,0.982132494,0.938386364,
0:38:33.067,4.784820557,-1.472244263,7.067245483,0.982032202,0.938433227,
0:38:33.085,5.258865356,-1.078399658,8.211669922,0.981926011,0.938482846,
0:38:33.107,4.825531006,-1.444702148,8.418762207,0.981796222,0.938543493,
0:38:33.125,4.841094971,-1.333374023,8.423553467,0.981690031,0.938593112,
0:38:33.149,4.788406372,-1.479431152,7.626296997,0.981548442,0.938659272,
0:38:33.167,5.264862061,-1.455490112,7.997390747,0.981442251,0.938708892,
0:38:33.186,5.407318115,-1.292678833,8.333770752,0.981330161,0.938761268,
0:38:33.206,5.39894104,-1.431533813,8.737197876,0.98121217,0.938816401,
0:38:33.224,4.939254761,-1.767929077,8.610305786,0.981105979,0.938866021,
0:38:33.248,5.129592896,-1.642242432,8.164993286,0.980964391,0.93893218,
0:38:33.266,5.048187256,-1.711669922,8.570800781,0.9808582,0.9389818,
0:38:33.282,4.843475342,-1.542877197,8.916763306,0.980763808,0.939025906,
0:38:33.310,4.821929932,-1.287887573,9.20526123,0.980598622,0.939103093,
0:38:33.325,4.776443481,-1.141845703,9.37046814,0.980510129,0.939144442,
0:38:33.341,4.745315552,-1.293869019,8.90838623,0.980415737,0.939188549,
0:38:33.373,4.437667847,-1.119110107,8.429534912,0.980226953,0.939276762,
0:38:33.390,4.884185791,-1.162200928,7.882476807,0.980126661,0.939323625,
0:38:33.401,4.695037842,-1.016143799,8.649810791,0.980061767,0.939353948,
0:38:33.421,5.007476807,-1.283096313,8.600738525,0.979943776,0.939409081,
0:38:33.445,4.576522827,-1.521331787,8.076400757,0.979802188,0.93947524,
0:38:33.464,5.090087891,-1.248382568,8.193710327,0.979690098,0.939527617,
0:38:33.495,4.663925171,-1.509353638,7.547271729,0.979507213,0.939613073,
0:38:33.511,5.41569519,-1.483016968,8.358917236,0.979412821,0.939657179,
0:38:33.519,4.450836182,-1.582382202,7.966262817,0.979365625,0.939679233,
0:38:33.539,5.215789795,-1.538085938,7.650238037,0.979247634,0.939734366,
0:38:33.635,5.001495361,-1.487808228,8.028518677,0.978681282,0.939999004,
0:38:33.645,5.218170166,-1.454284668,8.98739624,0.978622287,0.94002657,
0:38:33.648,4.945236206,-1.317810059,8.634246826,0.978604588,0.94003484,
0:38:33.653,4.971572876,-1.265136719,7.755569458,0.978575091,0.940048624,
0:38:33.655,5.321121216,-0.769546509,8.328994751,0.978563292,0.940054137,
0:38:33.660,4.92010498,-0.836578369,7.936340332,0.978533794,0.94006792,
0:38:33.720,5.294799805,-0.793487549,8.180557251,0.978221415,0.940271898,
0:38:33.723,5.045791626,-0.856933594,7.596359253,0.978206316,0.940282579,
0:38:33.730,5.708984375,-0.794692993,7.240829468,0.978171085,0.940307502,
0:38:33.736,5.708984375,-0.991012573,6.805084229,0.978140887,0.940328864,
0:38:33.766,5.604827881,-0.761169434,6.358566284,0.977989896,0.940435675,
0:38:33.775,5.7915802,-1.137054443,7.186950684,0.977944599,0.940467719,
0:38:33.816,5.548568726,-1.346557617,7.991409302,0.977738245,0.940613694,
0:38:33.818,6.32069397,-1.767929077,8.251174927,0.977728179,0.940620815,
0:38:33.850,5.833480835,-1.909179688,8.495391846,0.977567123,0.940734747,
0:38:33.932,5.761657715,-1.927139282,8.831771851,0.977154415,0.941026698,
0:38:33.936,5.864608765,-1.825393677,9.21723938,0.977134283,0.94104094,
0:38:33.940,5.94480896,-1.307037354,9.429122925,0.977114151,0.941055181,
0:38:33.947,5.620391846,-1.188537598,8.885635376,0.97707892,0.941080104,
0:38:33.955,5.379776001,-1.101150513,8.084777832,0.977038656,0.941108587,
0:38:33.958,5.742507935,-0.755187988,7.901626587,0.977023557,0.941119268,
0:38:33.997,5.561737061,-0.953903198,8.090759277,0.976827269,0.941258123,
0:38:34.002,5.845458984,-1.348937988,7.590377808,0.976802104,0.941275925,
0:38:34.024,5.014663696,-1.004180908,7.082809448,0.976691377,0.941354253,
0:38:34.051,5.25050354,-1.134658813,6.842193604,0.976555486,0.941450383,
0:38:34.059,4.379013062,-1.661392212,6.141876221,0.976515222,0.941478866,
0:38:34.078,5.515060425,-1.086776733,5.593612671,0.976419594,0.941546513,
0:38:34.094,7.023406982,-1.206481934,7.117523193,0.976339066,0.941603479,
0:38:34.114,6.130371094,-1.485412598,9.891204834,0.976238406,0.941674687,
0:38:34.131,6.348236084,-1.656600952,9.730789185,0.976152844,0.941735213,
0:38:34.164,6.179443359,-1.077209473,8.798248291,0.975986755,0.941852706,
0:38:34.175,6.238098145,-1.123886108,7.917190552,0.975931392,0.94189187,
0:38:34.190,6.370986938,-0.903625488,7.081604004,0.975855896,0.941945275,
0:38:34.213,6.834259033,-0.824615479,7.329406738,0.975740137,0.942027164,
0:38:34.239,6.417678833,-1.034103394,8.204483032,0.975609278,0.942119734,
0:38:34.303,6.916854858,-1.153808594,8.063232422,0.975287165,0.942347598,
0:38:34.308,6.617584229,-1.260360718,8.178146362,0.975262,0.9423654,
0:38:34.310,7.116775513,-1.315429688,8.056045532,0.975251934,0.942372521,
0:38:34.312,6.505050659,-1.086776733,8.350540161,0.975241868,0.942379642,
0:38:34.332,6.733703613,-0.704910278,7.915985107,0.975141208,0.942450849,
0:38:34.360,6.866577148,-0.890457153,8.271530151,0.975000283,0.94255054,
0:38:34.384,6.451187134,-1.231628418,7.830993652,0.974879491,0.942635989,
0:38:34.391,6.414077759,-1.366897583,7.123504639,0.974844259,0.942660911,
0:38:34.411,6.433227539,-1.449508667,7.570022583,0.974743599,0.942732119,
0:38:34.428,5.960372925,-2.061218262,8.577987671,0.974658038,0.942792645,
0:38:34.449,7.837432861,-1.778701782,10.3915863,0.974552344,0.942867413,
0:38:34.470,5.406112671,-2.058822632,8.56362915,0.974446651,0.942942181,
0:38:34.487,6.743286133,-1.292678833,7.321029663,0.97436109,0.943002708,
0:38:34.510,5.481536865,-0.739624023,6.900848389,0.97424533,0.943084596,
0:38:34.536,6.104034424,-1.214874268,7.234832764,0.974114472,0.943177166,
0:38:34.647,6.004669189,-1.162200928,7.101959229,0.973555807,0.943572368,
0:38:34.649,6.959960938,-0.768356323,7.086395264,0.973545741,0.943579489,
0:38:34.658,6.033401489,-0.914398193,7.103149414,0.973500443,0.943611532,
0:38:34.662,6.448791504,-0.763565063,6.53692627,0.973480311,0.943625774,
0:38:34.666,5.919677734,-0.645050049,7.413208008,0.973460179,0.943640015,
0:38:34.675,6.672653198,-0.542098999,7.683746338,0.973414882,0.943672058,
0:38:34.683,6.433227539,-0.734832764,7.253982544,0.973374618,0.943700542,
0:38:34.688,6.610412598,-0.938339233,6.794296265,0.973349453,0.943718343,
0:38:34.722,6.230926514,-1.538085938,7.245605469,0.97317833,0.943839396,
0:38:34.729,8.372528076,-1.930740356,9.934295654,0.973143099,0.943864319,
0:38:34.743,9.962280273,-1.903198242,14.13491821,0.973044355,0.943911876,
0:38:34.771,5.943618774,-1.777511597,9.328567505,0.972831439,0.944005744,
0:38:34.796,6.004669189,-1.747573853,5.61038208,0.972641336,0.944089554,
0:38:34.802,7.325073242,-1.303451538,5.622344971,0.972595712,0.944109668,
0:38:34.836,6.040588379,-0.821014404,5.88331604,0.972337172,0.94422365,
0:38:34.855,6.449981689,-1.617095947,6.823043823,0.972192693,0.944287346,
0:38:34.861,7.380142212,-1.324996948,7.626296997,0.972147069,0.94430746,
0:38:34.881,6.007064819,-1.502166748,8.283493042,0.971994986,0.944374508,
0:38:34.912,5.354644775,-1.828979492,6.657836914,0.971759259,0.944478432,
0:38:34.930,6.028610229,-0.967071533,6.00541687,0.971622384,0.944538776,
0:38:34.941,4.99671936,-0.773132324,6.40524292,0.971538739,0.944575652,
0:38:34.973,5.814331055,-0.774337769,7.960281372,0.971295407,0.944682929,
0:38:34.986,5.577301025,-0.804260254,7.273147583,0.971196554,0.94472651,
0:38:35.000,5.57371521,-1.181350708,6.681777954,0.971090096,0.944773444,
0:38:35.020,4.855453491,-1.639831543,6.533340454,0.970938014,0.944840492,
0:38:35.042,5.488723755,-1.319015503,5.621139526,0.970770723,0.944914245,
0:38:35.062,5.991500854,-1.153808594,6.200546265,0.970618641,0.944981293,
0:38:35.093,5.749679565,-1.374084473,7.677764893,0.970382913,0.945085217,
0:38:35.114,5.912490845,-1.316619873,6.919998169,0.970223227,0.945155618,
0:38:35.121,6.473937988,-0.985031128,7.808242798,0.970169998,0.945179085,
0:38:35.139,7.530975342,-0.908401489,9.259140015,0.970033124,0.945239428,
0:38:35.158,6.089660645,-1.196914673,10.14259338,0.969888645,0.945303124,
0:38:35.186,5.62638855,-0.835388184,7.789093018,0.96967573,0.945396991,
0:38:35.209,6.924041748,-0.780319214,6.732055664,0.969500835,0.945474096,
0:38:35.232,6.202194214,-0.877288818,7.145065308,0.969325941,0.945551201,
0:38:35.239,6.613998413,-0.886871338,7.688537598,0.969272712,0.945574668,
0:38:35.261,7.255645752,-1.236419678,8.224838257,0.969105421,0.945648421,
0:38:35.288,6.581665039,-1.298675537,8.342163086,0.96890011,0.945738936,
0:38:35.304,6.330276489,-1.493789673,8.102737427,0.968778444,0.945792574,
0:38:35.317,7.259231567,-1.169372559,7.540100098,0.96867959,0.945836156,
0:38:35.342,6.198608398,-0.769546509,7.884872437,0.968489487,0.945919966,
0:38:35.361,6.961151123,-0.906021118,7.851348877,0.968345009,0.945983661,
0:38:35.375,6.212966919,-1.436325073,6.848175049,0.968238551,0.946030595,
0:38:35.403,7.930801392,-1.441116333,8.215270996,0.968025636,0.946124462,
0:38:35.418,6.931228638,-1.828979492,8.951477051,0.967911574,0.946174748,
0:38:35.436,6.551742554,-1.694900513,7.566436768,0.9677747,0.946235092,
0:38:35.456,6.939605713,-0.853347778,6.881698608,0.967622618,0.94630214,
0:38:35.474,6.613998413,-0.698928833,7.796279907,0.967485744,0.946362483,
0:38:35.508,6.137542725,-0.985031128,7.790298462,0.967227204,0.946476465,
0:38:35.524,6.449996948,-0.42477417,7.072036743,0.967105538,0.946530103,
0:38:35.578,6.369781494,-0.423583984,7.111541748,0.966694915,0.946711133,
0:38:35.582,6.130371094,-0.856933594,7.166610718,0.966664499,0.946724542,
0:38:35.589,5.833480835,-0.971862793,6.496231079,0.96661127,0.946748009,
0:38:35.595,6.088470459,-0.888061523,6.389694214,0.966565645,0.946768124,
0:38:35.612,6.672653198,-1.122695923,7.068435669,0.966427542,0.946822947,
0:38:35.635,5.837081909,-1.517730713,6.965484619,0.966218785,0.946891744,
0:38:35.660,7.389709473,-1.572799683,7.397644043,0.965991875,0.946966524,
0:38:35.684,6.485900879,-1.773910522,8.301452637,0.965774041,0.947038312,
0:38:35.704,6.379364014,-1.769119263,7.609527588,0.965592513,0.947098136,
0:38:35.711,6.988693237,-1.870880127,6.650650024,0.965528978,0.947119074,
0:38:35.731,6.964736938,-1.249588013,7.537704468,0.965347451,0.947178898,
0:38:35.756,6.509841919,-1.171783447,7.749588013,0.965120541,0.947253678,
0:38:35.774,6.621170044,-1.083190918,7.094772339,0.964957166,0.947307519,
0:38:35.789,5.910095215,-1.247192383,7.306671143,0.96482102,0.947352387,
0:38:35.810,6.354217529,-1.654205322,7.082809448,0.964630415,0.947415202,
0:38:35.838,6.041778564,-1.679351807,6.748809814,0.964376276,0.947498955,
0:38:35.855,5.969955444,-1.717651367,6.894851685,0.964221977,0.947549805,
0:38:35.873,6.625961304,-1.605117798,7.614318848,0.964058602,0.947603646,
0:38:35.890,6.295562744,-1.915176392,8.844940186,0.963904304,0.947654497,
0:38:35.908,6.361404419,-2.185714722,9.706848145,0.963740929,0.947708338,
0:38:35.937,6.192611694,-2.060012817,8.797058105,0.963477713,0.947795082,
0:38:35.948,6.245285034,-1.570404053,8.328994751,0.963377873,0.947827985,
0:38:35.973,5.910095215,-1.344146729,8.779098511,0.963150963,0.947902765,
0:38:35.988,5.255279541,-1.601531982,8.296661377,0.963014817,0.947947633,
0:38:36.006,5.40133667,-1.272323608,7.609527588,0.962851442,0.948001474,
0:38:36.027,6.664276123,-1.836166382,7.391662598,0.962660837,0.948064289,
0:38:36.062,5.29119873,-2.049255371,9.405181885,0.962343164,0.94816898,
0:38:36.068,4.741729736,-1.765533447,7.338989258,0.962288705,0.948186928,
0:38:36.087,7.074874878,-1.793075562,7.426376343,0.962116254,0.94824376,
0:38:36.107,5.003890991,-1.660186768,8.519332886,0.961934726,0.948303584,
0:38:36.125,4.981155396,-1.475845337,6.964294434,0.961771351,0.948357425,
0:38:36.156,7.131134033,-1.307052612,7.239624023,0.961489982,0.948450152,
0:38:36.171,5.977127075,-1.473449707,9.491363525,0.961353836,0.94849502,
0:38:36.184,4.629196167,-1.862503052,8.508544922,0.961235843,0.948533905,
0:38:36.204,6.505065918,-0.988616943,7.845352173,0.961054315,0.948593729,
0:38:36.224,5.56413269,-1.181350708,8.858108521,0.960872787,0.948653552,
0:38:36.244,4.480758667,-1.254379272,9.123855591,0.96069126,0.948713376,
0:38:36.263,5.153533936,-1.295074463,7.751983643,0.960518808,0.948770209,
0:38:36.291,5.336685181,-1.462677002,7.675369263,0.960264669,0.948853962,
0:38:36.308,4.484359741,-1.210083008,8.643829346,0.96011037,0.948904812,
0:38:36.323,4.629196167,-1.093963623,7.081604004,0.959974224,0.94894968,
0:38:36.343,4.843490601,-0.439147949,6.711700439,0.959792696,0.949009503,
0:38:36.373,4.989532471,-0.885665894,7.566436768,0.959520405,0.949099239,
0:38:36.390,5.39654541,-0.663009644,8.115905762,0.959366106,0.949150089,
0:38:36.409,5.81791687,-0.748001099,8.279907227,0.959193654,0.949206922,
0:38:36.427,6.102828979,-0.868896484,8.801834106,0.959030279,0.949260763,
0:38:36.442,5.543792725,-0.757568359,8.98979187,0.958894133,0.949305631,
0:38:36.461,6.388946533,-0.496612549,8.83416748,0.958721682,0.949362463,
0:38:36.488,6.137542725,-0.516952515,8.777893066,0.958476619,0.949443225,
0:38:36.511,5.92565918,-0.318237305,8.585159302,0.958267862,0.949512023,
0:38:36.589,6.036987305,-0.706100464,7.318634033,0.957559903,0.949745335,
0:38:36.597,7.115570068,-0.715682983,7.834579468,0.957487292,0.949769264,
0:38:36.600,6.329086304,-0.774337769,8.854522705,0.957460063,0.949778238,
0:38:36.603,6.088470459,-0.416397095,8.332580566,0.957432833,0.949787212,
0:38:36.611,6.794754028,-0.467880249,8.446304321,0.957360222,0.949811141,
0:38:36.623,6.530197144,-0.15184021,9.788253784,0.957251306,0.949847035,
0:38:36.653,5.906509399,-0.807861328,8.447494507,0.957013986,0.949919412,
0:38:36.659,6.057342529,-1.042480469,7.983016968,0.956967598,0.949933354,
0:38:36.686,5.009887695,-1.187332153,7.614318848,0.956758852,0.94999609,
0:38:36.715,6.567306519,-0.941925049,7.953094482,0.956534644,0.950063473,
0:38:36.718,5.233734131,-1.384857178,7.303070068,0.95651145,0.950070444,
0:38:36.741,5.808349609,-0.789901733,7.784301758,0.95633363,0.950123886,
0:38:36.758,4.872207642,-0.43196106,7.707687378,0.956202198,0.950163386,
0:38:36.778,4.411331177,-0.715682983,6.186172485,0.956047571,0.950209857,
0:38:36.798,4.564559937,-0.791091919,5.439193726,0.955892945,0.950256328,
0:38:36.897,6.089660645,0.371307373,6.310668945,0.955127545,0.95048636,
0:38:36.901,5.087692261,-0.538497925,7.646636963,0.95509662,0.950495655,
0:38:36.904,4.608856201,-0.433166504,8.763534546,0.955073426,0.950502625,
0:38:36.911,4.869812012,-0.721664429,7.761566162,0.955019307,0.95051889,
0:38:36.919,5.111633301,-0.742004395,7.629882813,0.954957456,0.950537479,
0:38:36.924,5.87298584,-1.465057373,7.905212402,0.954918799,0.950549096,
0:38:36.955,6.435623169,-1.201690674,9.266326904,0.954679129,0.950621127,
0:38:36.961,5.09967041,-0.680969238,9.402786255,0.954632741,0.950635068,
0:38:36.975,5.639556885,-0.546890259,8.91557312,0.954524502,0.950667598,
0:38:36.997,5.60005188,-0.750396729,8.346954346,0.954354413,0.950718716,
0:38:37.025,3.717010498,-0.736022949,6.760787964,0.954137937,0.950783776,
0:38:37.045,5.937637329,-1.144241333,5.446365356,0.95398331,0.950830247,
0:38:37.066,6.34703064,-0.710891724,8.137451172,0.953820953,0.950879042,
0:38:37.080,5.100860596,-0.858123779,12.3069458,0.953712714,0.950911571,
0:38:37.093,6.585266113,-1.691314697,10.31976318,0.953612207,0.950941778,
0:38:37.122,5.720962524,-1.679336548,10.04443359,0.953387999,0.951009161,
0:38:37.133,5.339080811,-1.362106323,9.575164795,0.953302955,0.95103472,
0:38:37.152,5.386962891,-1.319015503,8.190124512,0.95315606,0.951078868,
0:38:37.175,5.166702271,-0.513366699,8.84375,0.952978239,0.951132309,
0:38:37.206,5.246902466,-0.799468994,9.13583374,0.952738569,0.95120434,
0:38:37.213,5.407318115,-0.868911743,9.249557495,0.952684449,0.951220605,
0:38:37.235,5.240921021,-0.964675903,10.51849365,0.95251436,0.951271723,
0:38:37.256,3.803207397,-1.595550537,8.309829712,0.952352003,0.951320518,
0:38:37.279,3.720596313,-1.011352539,6.773956299,0.952174183,0.951373959,
0:38:37.300,4.835098267,-0.858123779,7.808242798,0.952011825,0.951422754,
0:38:37.314,4.122833252,-0.897628784,10.75550842,0.951903587,0.951455284,
0:38:37.332,3.532653809,-1.594345093,9.556015015,0.951764423,0.951497108,
0:38:37.354,3.550613403,-1.784683228,7.730438232,0.951594334,0.951548226,
0:38:37.373,2.885025024,-1.565612793,7.134277344,0.951447439,0.951592374,
0:38:37.390,2.468429565,-1.175354004,6.07244873,0.951316007,0.951631874,
0:38:37.412,3.523086548,-0.637863159,6.52973938,0.951145918,0.951682992,
0:38:37.440,2.88621521,-0.65461731,8.396026611,0.950929441,0.951748052,
0:38:37.457,2.855102539,-0.955093384,7.645446777,0.950798009,0.951787553,
0:38:37.468,3.256118774,-0.267959595,8.355331421,0.950712964,0.951813112,
0:38:37.488,3.056213379,-0.586395264,8.88684082,0.950558338,0.951859583,
0:38:37.572,2.962844849,-0.710891724,7.951904297,0.949908907,0.952054762,
0:38:37.584,4.045013428,-0.419998169,8.449890137,0.949816132,0.952082644,
0:38:37.593,3.764892578,-0.138671875,10.65016174,0.94974655,0.952103556,
0:38:37.597,2.233810425,-0.509780884,11.76107788,0.949715624,0.952112851,
0:38:37.599,3.259719849,-0.694122314,10.29342651,0.949700162,0.952117498,
0:38:37.654,3.775665283,-0.494216919,10.21801758,0.949274939,0.952245293,
0:38:37.657,3.445266724,-0.937133789,10.73277283,0.949251746,0.952252264,
0:38:37.660,4.083312988,-1.152618408,11.78262329,0.949228552,0.952259235,
0:38:37.666,3.845108032,-1.026916504,10.90994263,0.949182164,0.952273176,
0:38:37.690,4.300003052,-1.242401123,9.884017944,0.948994093,0.952335759,
0:38:37.723,4.446044922,-1.253173828,9.125061035,0.948725108,0.952449932,
0:38:37.729,4.428085327,-1.120300293,10.35687256,0.948676201,0.95247069,
0:38:37.755,3.976776123,-0.912002563,11.44743347,0.948464273,0.952560645,
0:38:37.775,3.479980469,-1.623077393,9.771499634,0.948301251,0.95262984,
0:38:37.794,3.538635254,-0.823410034,9.746353149,0.94814638,0.952695576,
0:38:37.812,2.527084351,-0.801864624,8.625869751,0.947999661,0.952757852,
0:38:37.831,3.524276733,-1.137054443,9.898391724,0.94784479,0.952823588,
0:38:37.855,3.037063599,-1.649414063,10.33772278,0.947649164,0.952906623,
0:38:37.872,2.41217041,-1.259170532,9.740371704,0.947510596,0.952965439,
0:38:37.893,2.479202271,-1.128677368,8.356521606,0.947339423,0.953038095,
0:38:37.909,2.048248291,-1.486602783,8.242797852,0.947209005,0.953093451,
0:38:37.924,2.21585083,-1.285491943,8.333770752,0.947086739,0.953145348,
0:38:37.947,1.86390686,-1.144241333,7.890838623,0.946899264,0.953224923,
0:38:37.966,1.898605347,-1.393234253,7.423980713,0.946744393,0.953290659,
0:38:37.981,1.543075562,-1.582382202,7.236038208,0.946622127,0.953342555,
0:38:38.002,2.498352051,-1.420776367,9.263931274,0.946450954,0.953415211,
0:38:38.021,1.534698486,-1.578781128,9.546447754,0.946296084,0.953480947,
0:38:38.041,1.898620605,-1.271133423,8.482208252,0.946133062,0.953550142,
0:38:38.060,1.660385132,-1.550064087,8.113510132,0.945978191,0.953615878,
0:38:38.081,2.272109985,-0.473861694,8.399612427,0.945807018,0.953688534,
0:38:38.109,3.246551514,-0.973052979,8.829376221,0.945578788,0.953785408,
0:38:38.126,3.026275635,-1.168182373,9.63381958,0.94544022,0.953844224,
0:38:38.140,3.725387573,-0.883270264,9.873245239,0.945326104,0.953892661,
0:38:38.161,3.416534424,-1.283096313,10.17372131,0.945154932,0.953965316,
0:38:38.202,3.774475098,-1.631454468,9.849304199,0.944820737,0.954107167,
0:38:38.208,3.614059448,-0.832992554,9.228012085,0.94477183,0.954127926,
0:38:38.230,4.289230347,-0.745605469,9.03288269,0.944592507,0.954204041,
0:38:38.244,4.016281128,-0.916793823,9.37046814,0.944478391,0.954252478,
0:38:38.258,4.599273682,-0.838989258,9.13343811,0.944364276,0.954300915,
0:38:38.279,5.187057495,-0.920379639,9.658966064,0.944193103,0.954373571,
0:38:38.297,5.409713745,-1.134658813,10.88719177,0.944046384,0.954435847,
0:38:38.328,4.042617798,-1.733215332,9.079574585,0.9437937,0.9545431,
0:38:38.346,5.882568359,-1.201705933,9.18611145,0.94364698,0.954605376,
0:38:38.360,4.467590332,-1.369293213,10.52088928,0.943532865,0.954653813,
0:38:38.376,4.389785767,-1.644622803,9.508132935,0.943402448,0.95470917,
0:38:38.407,4.217407227,-1.155014038,8.293075562,0.943149764,0.954816423,
0:38:38.421,4.734542847,-0.867706299,9.110687256,0.943035649,0.95486486,
0:38:38.435,4.459213257,-0.951507568,9.925918579,0.942921534,0.954913297,
0:38:38.457,4.593292236,-1.336975098,9.280685425,0.94274221,0.954989412,
0:38:38.475,5.152328491,-1.199295044,9.71282959,0.94259549,0.955051688,
0:38:38.557,4.882995605,-1.511749268,10.1126709,0.941927101,0.95533539,
0:38:38.560,3.985153198,-1.461471558,9.351303101,0.941902648,0.95534577,
0:38:38.565,4.544204712,-1.218460083,7.857330322,0.941861892,0.955363068,
0:38:38.574,4.426895142,-0.703704834,7.644241333,0.941788533,0.955394207,
0:38:38.577,3.640396118,-1.184936523,7.677764893,0.941764079,0.955404586,
